Number of blocks,Time,Algorithm,Plan length
7250,85.01887321472168,GN1,14147
7250,117.02632904052734,GN1,14164
7250,86.01975440979004,GN1,14184
750,8.00180435180664,GN1,1417
750,7.003307342529297,GN1,1399
750,8.001327514648438,GN1,1406
750,8.002042770385742,GN1,1418
750,8.001565933227539,GN1,1415
750,8.002281188964844,GN1,1401
750,8.001565933227539,GN1,1387
750,8.00180435180664,GN1,1423
750,8.002281188964844,GN1,1410
750,9.002447128295898,GN1,1400
7500,92.02051162719727,GN1,14681
7500,91.0196304321289,GN1,14658
7500,93.02043914794922,GN1,14626
7500,91.0191535949707,GN1,14644
7500,89.0195369720459,GN1,14636
7500,88.01960945129395,GN1,14664
7500,122.02739715576172,GN1,14675
7500,89.0195369720459,GN1,14666
7500,122.02835083007812,GN1,14633
7500,89.0202522277832,GN1,14690
7750,125.02837181091309,GN1,15152
7750,94.02060508728027,GN1,15175
7750,128.02886962890625,GN1,15127
7750,91.02106094360352,GN1,15147
7750,126.39331817626953,GN1,15121
7750,91.02010726928711,GN1,15113
7750,124.02963638305664,GN1,15198
7750,91.02058410644531,GN1,15162
7750,125.02908706665039,GN1,15170
7750,95.02148628234863,GN1,15119
8,0.0,GN1,7
8,0.0,GN1,8
8,0.0,GN1,7
8,0.0,GN1,10
8,0.0,GN1,10
8,0.0,GN1,8
8,0.0,GN1,11
8,0.0,GN1,12
8,0.0,GN1,8
8,0.0,GN1,11
8000,128.02839279174805,GN1,15643
8000,99.02310371398926,GN1,15617
8000,132.19404220581055,GN1,15666
8000,97.02277183532715,GN1,15688
8000,130.02896308898926,GN1,15610
8000,95.02124786376953,GN1,15664
8000,130.02943992614746,GN1,15606
8000,96.0235595703125,GN1,15671
8000,128.02815437316895,GN1,15668
8000,99.02262687683105,GN1,15654
8250,134.0322494506836,GN1,16095
8250,102.02360153198242,GN1,16151
8250,134.02962684631348,GN1,16119
8250,102.02288627624512,GN1,16173
8250,132.02953338623047,GN1,16153
8250,98.0224609375,GN1,16122
8250,131.0286521911621,GN1,16140
8250,107.0241928100586,GN1,16158
8250,133.35204124450684,GN1,16165
8250,97.02181816101074,GN1,16117
8500,134.8118782043457,GN1,16598
8500,108.02459716796875,GN1,16604
8500,104.02345657348633,GN1,16672
8500,103.02305221557617,GN1,16634
8500,102.02217102050781,GN1,16626
8500,141.03126525878906,GN1,16621
8500,102.02336311340332,GN1,16633
8500,137.03107833862305,GN1,16680
8500,103.02376747131348,GN1,16681
8500,138.0307674407959,GN1,16600
8750,106.02426528930664,GN1,17112
8750,140.0308609008789,GN1,17128
8750,108.02364349365234,GN1,17123
8750,142.03333854675293,GN1,17122
8750,107.0246696472168,GN1,17145
8750,106.02355003356934,GN1,17098
8750,107.02371597290039,GN1,17204
8750,106.02378845214844,GN1,17175
8750,138.0312442779541,GN1,17143
8750,105.02767562866211,GN1,17101
9,0.0,GN1,9
9,0.0,GN1,9
9,0.0,GN1,13
9,0.0,GN1,12
9,0.0,GN1,11
9,0.0,GN1,10
9,0.0,GN1,10
9,0.0,GN1,10
9,1.0008811950683594,GN1,10
9,0.0,GN1,13
9000,148.03409576416016,GN1,17642
9000,109.0245246887207,GN1,17616
9000,234.0531349182129,GN1,17620
9000,111.02485656738281,GN1,17624
9000,105.02338409423828,GN1,17659
9000,134.03034210205078,GN1,17622
9000,108.02435874938965,GN1,17577
9000,141.03150367736816,GN1,17691
9000,104.02321815490723,GN1,17620
9000,152.03452110290527,GN1,17660
9250,116.02616310119629,GN1,18076
9250,119.02689933776855,GN1,18105
9250,166.03779792785645,GN1,18133
9250,130.02943992614746,GN1,18106
9250,156.0344696044922,GN1,18142
9250,116.0283088684082,GN1,18155
9250,145.0333595275879,GN1,18143
9250,118.0262565612793,GN1,18166
9250,120.0265884399414,GN1,18111
9250,161.03649139404297,GN1,18069
9500,120.0263500213623,GN1,18634
9500,158.0350399017334,GN1,18636
9500,116.02520942687988,GN1,18668
9500,116.02616310119629,GN1,18650
9500,146.03281021118164,GN1,18607
9500,117.02609062194824,GN1,18656
9500,156.0368537902832,GN1,18689
9500,114.02583122253418,GN1,18596
9500,115.03005027770996,GN1,18622
9500,150.03323554992676,GN1,18604
9750,120.02682685852051,GN1,19081
9750,154.0353298187256,GN1,19125
9750,151.03411674499512,GN1,19110
9750,121.02770805358887,GN1,19101
9750,154.03461456298828,GN1,19093
9750,121.03009223937988,GN1,19088
9750,118.0272102355957,GN1,19138
9750,150.03395080566406,GN1,19072
9750,119.02689933776855,GN1,19083
9750,156.0347080230713,GN1,19094
